company_id,company_name,company_type,company_website,company_location_city,company_owner,fuzzy_score,organization_number,scb_company_name,co_address,post_address,post_code,post_city,municipality_code,municipality,county_code,county,num_workplaces,employee_size_code,employee_size,company_status_code,company_status,legal_form_code,legal_form,start_date,registration_date,industry_1_code,industry_1,industry_2_code,industry_2,revenue_year,revenue_size_code,revenue_size,phone,email,employer_status_code,employer_status,vat_status_code,vat_status,export_import
2331,Algeno,startup,https://algeno.se/,Göteborg,,100,5594267493,Algeno AB,,STENA CENTER,412 92,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2023-04-11,2023-03-20,71124,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik",     ,,2024,4 ,5 000 - 9 999 tkr,0702632611,info@algeno.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2332,Kluero,startup,https://kluero.com/,Göteborg,,100,5593598625,Kluero AB,,VÄDURSGATAN 4 E,412 50,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,2 ,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2022-02-14,2022-01-17,70220,Konsultverksamhet avseende företags organisation,72200,Samhällsvetenskaplig och humanistisk forskning och utveckling,2024,1 ,1 - 499 tkr,,michail@kluero.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2333,Lucero,startup,https://lucerobio.com,Göteborg,,100,5592492549,Lucero AB,ASTRAZENECA R&D MÖLNDAL,PEPPAREDSLEDEN 3,431 83,MÖLNDAL,1480,Göteborg,14,Västra Götaland,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2020-06-15,2020-03-30,72110,Bioteknisk forskning och utveckling,     ,,2024,0 ,< 1 tkr,,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2334,Monava AB,startup,https://monava.io,Göteborg,,100,5592866932,Monava AB,ALEXANDER HEBBE,SLOTTSSKOGSGATAN 71 B LGH. 1003,414 68,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2020-12-14,2020-12-07,46699,Partihandel med diverse andra maskiner och diverse annan utrustning,71122,Teknisk konsultverksamhet inom industriteknik,2024,1 ,1 - 499 tkr,,alexander.hebbe@monava.io,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2335,OneTwo Analytics AB,startup,https://www.onetwo-analytics.com,Göteborg,,100,5592009715,OneTwo Analytics AB,,KUNGSGATAN 84,112 27,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,2 ,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2019-05-28,2019-04-09,72190,Annan naturvetenskaplig och teknisk forskning och utveckling,     ,,2024,3 ,1 000 - 4 999 tkr,,lars.cederblad@onetwo-analytics.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2336,Parametric Solutions AB,startup,https://www.parametric.se,Göteborg,,100,5592622871,Parametric Solutions AB,KRUSO DIGITAL AB,LILLA NYGATAN 2,411 09,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2020-08-10,2020-07-06,62010,Dataprogrammering,85594,Personalutbildning,2024,3 ,1 000 - 4 999 tkr,,info@parametric.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2337,Rebl Industries AB,startup,https://www.rebl.se,Göteborg,,100,5591671812,Rebl Industries AB,,BOX 881,501 15,BORÅS,1480,Göteborg,14,Västra Götaland,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2018-08-14,2018-08-14,71122,Teknisk konsultverksamhet inom industriteknik,     ,,2024,3 ,1 000 - 4 999 tkr,,info@rebl.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2338,ANYO Labs,startup,https://www.anyolabs.com/,Göteborg,,100,5594139262,ANYO Labs AB,,ARVID WALLGRENS BACKE 20  5TR,413 46,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2023-01-23,2022-12-27,72110,Bioteknisk forskning och utveckling,72190,Annan naturvetenskaplig och teknisk forskning och utveckling,2024,2 ,500 - 999 tkr,,info@anyolabs.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2339,Utilifeed AB,startup,https://utilifeed.com/,Göteborg,,100,5590809280,Utilifeed AB,,MASTHAMNSGATAN 5  VÅN 9,413 29,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2016-11-15,2016-10-25,70220,Konsultverksamhet avseende företags organisation,62090,Andra IT- och datatjänster,2024,5 ,10 000 - 19 999 tkr,,samuel@utilifeed.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2340,Bazaro,startup,https://bazaro.io/,Göteborg,,100,5591200679,Bazaro Sverige AB,,MÖLNDALSVÄGEN 69 D LGH 1103,412 85,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2017-08-01,2017-08-01,63110,"Databehandling, hosting o.d.",63120,Webbportaler,2024,4 ,5 000 - 9 999 tkr,           ,info@bazaro.io,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2341,CELLINK,startup,https://www.cellink.com,Göteborg,,54,5593146169,CELLINK Bioprinting AB,,LÅNGFILSGATAN 7,412 77,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,5 ,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2021-05-31,2021-05-03,26200,Tillverkning av datorer och kringutrustning,28230,Tillverkning av kontorsmaskiner och kontorsutrustning (utom datorer och kringutrustning),2024,7 ,50 000 - 99 999 tkr,031128700,LB@bico.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2342,Cetasol,startup,https://cetasol.com/,Göteborg,,100,5592795677,CetaSol AB,,ÅVÄGEN 17 F,412 51,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2021-03-29,2020-11-02,62010,Dataprogrammering,71123,Teknisk konsultverksamhet inom elteknik,2024,4 ,5 000 - 9 999 tkr,0850108688,ethan.faghani@cetasol.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2343,EmbeDL,startup,https://embedl.ai,Göteborg,,100,5591609341,EMBEDL AB,,GAMLA ALMEDALSVÄGEN 39  PLAN 3,412 63,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,5 ,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2019-07-15,2018-06-12,62020,Datakonsultverksamhet,     ,,2024,3 ,1 000 - 4 999 tkr,           ,info@embedl.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2344,Hypocampus AB,startup,https://www.hypocampus.se/,Göteborg,,100,5590725155,Hypocampus AB,,VASAPLATSEN 8,411 34,GÖTEBORG,1480,Göteborg,14,Västra Götaland,1   ,5 ,20-49 anställda,1,Är verksam,49,Övriga aktiebolag,2016-11-15,2016-08-16,58290,Utgivning av annan programvara,85600,Stödverksamhet för utbildningsväsendet,2024,5 ,10 000 - 19 999 tkr,,poa@hypocampus.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2346,Skoolie AB,startup,https://www.skoolie.se,Gotland,,100,5594091018,Skoolie AB,,NEDRE FINNGRÄND 2 A,621 56,VISBY,0980,Gotland,09,Gotland,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2023-02-13,2022-12-12,63990,Övriga informationstjänster,96090,Övriga konsumenttjänster,2024,1 ,1 - 499 tkr,,simon.gate@skoolie.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2347,Gleechi Technology AB,startup,https://www.gleechi.com/,Hägersten,,100,5594485376,Gleechi Technology AB,HÜBNER,MARIEHÄLLSVÄGEN 16,168 66,BROMMA,0180,Stockholm,01,Stockholm,1   ,2 ,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2023-11-20,2023-09-18,62010,Dataprogrammering,     ,,2024,3 ,1 000 - 4 999 tkr,,hello@gleechi.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2349,HoofStep AB,startup,https://www.hoofstep.com,Halmstad,,100,5590434667,HoofStep AB,KARL FORSSMAN,ODENS VÄG 14 B,302 75,HALMSTAD,1283,Helsingborg,12,Skåne,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2016-01-19,2016-01-19,63990,Övriga informationstjänster,     ,,2024,3 ,1 000 - 4 999 tkr,0762275160,karl.forssman@hoofstep.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2350,Acorai,startup,https://acorai.com/,Helsingborg,,100,5592153794,IAROCA AB,ACORAI AB C/O HETCH AB,REDAREGATAN 48,252 36,HELSINGBORG,1283,Helsingborg,12,Skåne,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2021-04-06,2019-08-26,72190,Annan naturvetenskaplig och teknisk forskning och utveckling,     ,,2024,5 ,10 000 - 19 999 tkr,           ,filip.peters@acorai.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2353,Silex Microsystems,startup,https://www.silexmicrosystems.com/en/,Järfälla,,100,5565915385,Silex Microsystems AB,,BRUTTOVÄGEN 1,175 43,JÄRFÄLLA,0123,Järfälla,01,Stockholm,1   ,8 ,200-499 anställda,1,Är verksam,49,Övriga aktiebolag,2000-11-25,2000-06-01,26110,Tillverkning av elektroniska komponenter,     ,,2024,10,1 000 000 - 4 999 999 tkr,0858024900,info@silexmicrosystems.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2354,XENSE Vision,startup,https://www.xensevision.com/,Jönköping,,100,5593232795,XENSE Vision AB,,GJUTERIGATAN 9,553 18,JÖNKÖPING,0680,Jönköping,06,Jönköping,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2021-07-26,2021-06-21,62010,Dataprogrammering,     ,,2024,4 ,5 000 - 9 999 tkr,,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2356,OCCDEC AB,startup,https://occdec.com/,Kalmar,,100,5591539134,OCCDEC AB,DAVID RADSZUWEIT,BPU 383-W BILLO,106 43,STOCKHOLM,0880,Kalmar,08,Kalmar,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2018-04-17,2018-04-04,62020,Datakonsultverksamhet,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,2024,1 ,1 - 499 tkr,           ,davidrad500@gmail.com,0,Har aldrig varit registrerad som arbetsgivare,1,Är registrerad för moms,N
2357,Multiply Potential AB,startup,https://multiply.co/,Kungens Kurva,,100,5592253768,Multiply Potential AB,,ARTILLERIGATAN 77,114 45,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2019-12-23,2019-11-11,78200,Personaluthyrning,     ,,2024,2 ,500 - 999 tkr,,rasmus@multiply.co,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2358,GreenMetrica AB,startup,https://www.greenmetrica.com,Kungens Kurva,,100,5594703174,GreenMetrica AB,,STORA VARVSGATAN 6 A,211 19,MALMÖ,1280,Malmö,12,Skåne,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2024-04-08,2024-02-05,62020,Datakonsultverksamhet,     ,,2024,4 ,5 000 - 9 999 tkr,,anders@greenmetrica.com,9,Är avregistrerad som arbetsgivare,1,Är registrerad för moms,N
2360,United Robots AB,startup,https://www.unitedrobots.ai,Lidköping,,100,5590634498,United Robots i Sverige AB,,BOX 5173,200 71,MALMÖ,1280,Malmö,12,Skåne,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2016-05-31,2016-05-26,62020,Datakonsultverksamhet,     ,,2024,6 ,20 000 - 49 999 tkr,,soren.karlsson@unitedrobots.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2361,SeaPattern,startup,https://www.seapattern.com,Linköping,,100,5592693872,SeaPattern Sweden AB,SEAPATTERN,REPSLAGAREGATAN 19,582 22,LINKÖPING,0580,Linköping,05,Östergötland,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2020-11-23,2020-09-07,71129,Övrig teknisk konsultverksamhet ,     ,,2024,3 ,1 000 - 4 999 tkr,,n@seapattern.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2362,AgriOpt AB,startup,https://www.agriopt.com,Linköping,,100,5591508014,AgriOpt AB,,OLSTORP 8,578 92,ANEBY,0604,Aneby,06,Jönköping,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2018-03-13,2018-03-06,62010,Dataprogrammering,72190,Annan naturvetenskaplig och teknisk forskning och utveckling,2024,3 ,1 000 - 4 999 tkr,0793405215,info@agriopt.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2363,Nibela AB,startup,https://nibela.se,Linköping,,100,5594189192,Nibela AB,DOSPACE / EKZEL,STORA TORGET 3,582 19,LINKÖPING,0180,Stockholm,01,Stockholm,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2023-02-13,2023-01-30,35140,Handel med elektricitet,62010,Dataprogrammering,2024,1 ,1 - 499 tkr,,ariana.tanha@nibela.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2364,Dyno Robotics AB,startup,https://www.dynorobotics.se/,Linköping,,100,5591788020,Dyno Robotics AB,ERIK ÖRJEHAG,STUREGATAN 12  LGH 1301,582 21,LINKÖPING,0580,Linköping,05,Östergötland,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2018-11-19,2018-11-13,62010,Dataprogrammering,28990,Tillverkning av övriga specialmaskiner,2024,5 ,10 000 - 19 999 tkr,,erik@dynorobotics.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2365,ENVISTA AB,startup,https://www.envista.se,Linköping,,100,5590549670,Envista AB,,GJUTERIGATAN 1 C,582 73,LINKÖPING,0580,Linköping,05,Östergötland,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2016-05-26,2016-03-15,71124,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik",     ,,2024,3 ,1 000 - 4 999 tkr,,teodor.hovenberg@envista.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2366,iMatrics AB,startup,https://www.imatrics.com,Linköping,,100,5590038534,iMatrics AB,DOSPACE,STORA TORGET 3,582 19,LINKÖPING,0580,Linköping,05,Östergötland,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2015-03-03,2015-02-17,62010,Dataprogrammering,63110,"Databehandling, hosting o.d.",2024,4 ,5 000 - 9 999 tkr,,mari.ahlquist@imatrics.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2367,CyStellar,startup,https://www.cystellar.com,Linköping,,72,5591166177,Cystellar Nordic AB,,ALLMOGEGATAN 104,583 33,LINKÖPING,0580,Linköping,05,Östergötland,1   ,2 ,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2017-07-18,2017-06-27,58290,Utgivning av annan programvara,     ,,2024,2 ,500 - 999 tkr,           ,info@cystellar.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2369,Inceptron,startup,https://www.inceptron.io/,Lund,,100,5594051236,Inceptron AB,,SCHEELEVÄGEN 15,223 70,LUND,1281,Lund,12,Skåne,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2022-11-28,2022-11-14,62090,Andra IT- och datatjänster,     ,,2024,1 ,1 - 499 tkr,,steffen.malkowsky@inceptron.io,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2370,My Telescope,startup,https://mytelescope.io/,Lund,,100,5590147483,My Telescope AB,,TOMTEBOGATAN 5  BV,113 39,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,2 ,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2015-07-14,2015-06-02,62010,Dataprogrammering,     ,,2024,4 ,5 000 - 9 999 tkr,           ,alvaro@beaulieu.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2371,NFA Nordic Forestry Automation,startup,https://www.nordicforestryautomation.com/,Lund,,100,5593464141,NFA Forestry Automation AB,,SCHEELEVÄGEN 15,223 63,LUND,1281,Lund,12,Skåne,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2021-11-29,2021-11-22,62020,Datakonsultverksamhet,     ,,2024,3 ,1 000 - 4 999 tkr,,lars@nordicforestryautomation.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2372,ON-IQ Solution AB,startup,https://oniqvision.com/,Lund,,100,5569487258,ON-IQ Solutions AB,ON-IQ SOLUTIONS AB,PARADISGATAN 1  LGH NR- 011B,223 50,LUND,1281,Lund,12,Skåne,1   ,2 ,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2013-11-26,2013-11-19,62030,Datordrifttjänster,     ,,2024,2 ,500 - 999 tkr,0762917183,info@oniq.solutions,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2373,PainDrainer AB,startup,https://paindrainer.com,Lund,,100,5591565196,PainDrainer AB,,"MEDICON VILLAGE, SCHEELETORGET 1",223 81,LUND,1281,Lund,12,Skåne,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2018-06-26,2018-04-24,62010,Dataprogrammering,     ,,2024,1 ,1 - 499 tkr,,erik.frick@paindrainer.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2374,Parlametric AB,startup,https://parlametric.com/,Lund,,100,5591124556,Parlametric AB,,GRÖNEGATAN 4 B,222 24,LUND,1281,Lund,12,Skåne,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2017-10-03,2017-05-23,63110,"Databehandling, hosting o.d.",     ,,2024,4 ,5 000 - 9 999 tkr,,ossian.loive@parlametric.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2375,Emulate Energy,startup,https://www.emulate.energy/,Lund,,100,5592576150,Emulate energy AB,,SCHEELETORGET 1,223 81,LUND,1281,Lund,12,Skåne,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2020-09-21,2020-06-01,35130,Distribution av elektricitet,     ,,2024,3 ,1 000 - 4 999 tkr,,sonny@emulate.energy,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2376,Your Speech Factory,startup,https://www.yourspeechfactory.com/,Malmö,,100,5591266803,Your Speech Factory AB,,KIVRA: 559126--6803,106 31,STOCKHOLM,1280,Malmö,12,Skåne,1   ,2 ,1-4 anställda,1,Är verksam,49,Övriga aktiebolag,2018-05-15,2017-10-03,62010,Dataprogrammering,     ,,2024,1 ,1 - 499 tkr,0725740801,finance@yourspeechfactory.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
