company_id,company_name,company_type,company_website,company_location_city,company_owner,fuzzy_score,organization_number,scb_company_name,co_address,post_address,post_code,post_city,municipality_code,municipality,county_code,county,num_workplaces,employee_size_code,employee_size,company_status_code,company_status,legal_form_code,legal_form,start_date,registration_date,industry_1_code,industry_1,industry_2_code,industry_2,revenue_year,revenue_size_code,revenue_size,phone,email,employer_status_code,employer_status,vat_status_code,vat_status,export_import
1957,KAN Agency,corporation,https://kan.se,,,100,5566692983,Kanmalmo AB,,STORTORGET 31,211 34,MALMÖ,1280,Malmö,12,Skåne,1   ,6 ,50-99 anställda,1,Är verksam,49,Övriga aktiebolag,2004-12-29,2004-11-02,70210,PR och kommunikation,73111,Reklambyråverksamhet,2024,8 ,100 000 - 499 999 tkr,0406111960,info@kan.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
1959,FinetuneDB,startup,https://finetunedb.com,,,100,5594651050,LLM Ops AB,,LUNTMAKARGATAN 26,111 37,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2024-02-19,2023-12-27,58290,Utgivning av annan programvara,     ,,2024,1 ,1 - 499 tkr,,farouq@finetunedb.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2007,Qling.ai,startup,https://qling.ai/,,,100,5569266157,Qling AB,VON GEGERFELT,ALSTAVIKSVÄGEN 7,117 33,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2013-04-19,2013-03-26,78100,Arbetsförmedling och rekrytering,     ,,,0 ,,,peter@julgran.com,0,Har aldrig varit registrerad som arbetsgivare,1,Är registrerad för moms,N
2016,Försvarsmakten,publicsector,Https://www.forsvarsmakten.se,STOCKHOLM,,100,2021004615,FÖRSVARSMAKTEN,,,107 85,STOCKHOLM,0180,Stockholm,01,Stockholm,26  ,16,10000- anställda,1,Är verksam,81,Statliga enheter,1993-12-24,1993-11-26,84221,Militärt försvar,85410,Eftergymnasial utbildning vid annat än universitet och högskola,2024,8 ,100 000 - 499 999 tkr,087887500,exp-hkv@mil.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2024,Finansinspektionen,publicsector,finansinspektionen.se,STOCKHOLM,,100,2021004235,FINANSINSPEKTIONEN,,BOX 7821,103 97,STOCKHOLM,0180,Stockholm,01,Stockholm,1   ,9 ,500-999 anställda,1,Är verksam,81,Statliga enheter,1991-09-24,1991-07-02,84112,"Inspektion, kontroll och tillståndsgivning",     ,,2024,7 ,50 000 - 99 999 tkr,0840898000,finansinspektionen@fi.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2026,Huddinge kommun,publicsector,https://www.huddinge.se,HUDDINGE,,100,2120000068,HUDDINGE KOMMUN,,,141 85,HUDDINGE,0126,Huddinge,01,Stockholm,206 ,15,5000-9999 anställda,1,Är verksam,82,Kommuner,1976-01-01,1974-01-01,85201,Grundskoleutbildning och förskoleklass,87301,Vård och omsorg i särskilda boendeformer för äldre personer,2024,7 ,50 000 - 99 999 tkr,0853530000,huddinge@huddinge.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2028,Nation.dev,supplier,https://nation.dev/,,,100,5595009068,Nation Enterprises AB,DANIIL SKATOV,ÄLVSJÖVÄGEN 22 C LGH 1313,125 49,ÄLVSJÖ,0180,Stockholm,01,Stockholm,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2025-01-20,2024-10-21,62010,Dataprogrammering,     ,,,0 ,,,danskatov@gmail.com,0,Har aldrig varit registrerad som arbetsgivare,1,Är registrerad för moms,N
2034,Configura AB,publicsector,https://www.configura.com,,,100,5564047156,Configura Sverige Aktiebolag,,BOX 306,581 02,LINKÖPING,0580,Linköping,05,Östergötland,1   ,7 ,100-199 anställda,1,Är verksam,49,Övriga aktiebolag,1991-01-22,1990-10-01,62010,Dataprogrammering,62020,Datakonsultverksamhet,2024,7 ,50 000 - 99 999 tkr,013377800,frida.bjorke@configura.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2043,Saab AB,corporation,saab.se,,,100,5560360793,SAAB AKTIEBOLAG,,,581 88,LINKÖPING,0580,Linköping,05,Östergötland,49  ,16,10000- anställda,1,Är verksam,49,Övriga aktiebolag,1977-01-01,1972-01-01,26510,"Tillverkning av instrument och apparater för mätning, provning och navigering",30300,"Tillverkning av luftfartyg, rymdfarkoster o.d.",2024,12, > 9 999 999 tkr,013180000,info@saabgroup.com,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2045,Uppsala Kommun,publicsector,https://www.uppsala.se/,UPPSALA,,100,2120003005,UPPSALA KOMMUN,,,753 75,UPPSALA,0380,Uppsala,03,Uppsala,426 ,16,10000- anställda,1,Är verksam,82,Kommuner,2003-01-22,2003-01-18,85201,Grundskoleutbildning och förskoleklass,88101,Öppna sociala insatser för äldre personer,2024,8 ,100 000 - 499 999 tkr,0187270000,uppsala.kommun@uppsala.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2080,Domstolsverket,publicsector,https://www.domstol.se/domstolsverket/,,,100,2021002742,SVERIGES DOMSTOLAR,DOMSTOLSVERKET,,551 81,JÖNKÖPING,0680,Jönköping,06,Jönköping,86  ,15,5000-9999 anställda,1,Är verksam,81,Statliga enheter,1980-01-01,1975-01-01,84232,Domstolsverksamhet,     ,,2024,6 ,20 000 - 49 999 tkr,036155300,domstolsverket@dom.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2086,Aposmart,corporation,https://www.aposmart.se/,,,100,5593970105,Delta Pricing AB,OSCAR FRENDIN NILSSON,DRABANTGATAN 7,582 14,LINKÖPING,0580,Linköping,05,Östergötland,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2022-12-27,2022-09-19,63120,Webbportaler,     ,,2024,1 ,1 - 499 tkr,,,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2091,Nacka kommun,publicsector,https://www.nacka.se/,NACKA,,100,2120000167,NACKA KOMMUN,,,131 81,NACKA,0182,Nacka,01,Stockholm,99  ,13,3000-3999 anställda,1,Är verksam,82,Kommuner,1976-01-01,1974-01-01,85201,Grundskoleutbildning och förskoleklass,85100,Förskoleutbildning,2024,8 ,100 000 - 499 999 tkr,087188000,registrator@nacka.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2101,Doings by House of Impact AB,startup,https://doings.se,,,100,5590758743,House of Impact AB,,NYBROKAJEN 7  4 TRP,111 48,STOCKHOLM,0186,Lidingö,01,Stockholm,1   ,4 ,10-19 anställda,1,Är verksam,49,Övriga aktiebolag,2016-09-27,2016-09-20,70220,Konsultverksamhet avseende företags organisation,     ,,2024,6 ,20 000 - 49 999 tkr,,lena@doings.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2105,Quantic AB,supplier,quantic.se,,,100,5591448138,QUANTIC AB,QUANTIC AB (MATTIAS NÄZELL),NORDOSTPASSAGEN 17,413 11,GÖTEBORG,1481,Mölndal,14,Västra Götaland,1   ,1 ,0 anställda,1,Är verksam,49,Övriga aktiebolag,2018-01-17,2018-01-17,82300,Arrangemang av kongresser och mässor,62010,Dataprogrammering,2024,0 ,< 1 tkr,           ,mattias.nazell@quantic.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2111,Post- och telestyrelsen,publicsector,https://pts.se/,STOCKHOLM,,100,2021004359,POST- OCH TELESTYRELSEN,,BOX 6101,102 32,STOCKHOLM,0180,Stockholm,01,Stockholm,3   ,8 ,200-499 anställda,1,Är verksam,81,Statliga enheter,1993-02-19,1993-02-19,84112,"Inspektion, kontroll och tillståndsgivning",     ,,2024,0 ,< 1 tkr,,pts@pts.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2154,CanaryBit,startup,https://www.canarybit.eu,,,100,5592473119,Canary Bit AB,DG97,DROTTNINGGATAN 97,113 60,STOCKHOLM,0163,Sollentuna,01,Stockholm,1   ,3 ,5-9 anställda,1,Är verksam,49,Övriga aktiebolag,2020-05-04,2020-03-16,62010,Dataprogrammering,     ,,2024,2 ,500 - 999 tkr,,nicolae@canarybit.eu,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2161,Worley Sweden,corporation,https://www.worley.com/,,,100,5566354048,Worley Sverige AB,,BULTGATAN 40,442 40,KUNGÄLV,1482,Kungälv,14,Västra Götaland,1   ,6 ,50-99 anställda,1,Är verksam,49,Övriga aktiebolag,2003-05-06,2002-11-19,71122,Teknisk konsultverksamhet inom industriteknik,     ,,2024,8 ,100 000 - 499 999 tkr,030386900, ,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2167,Haninge Kommun,publicsector,https://www.haninge.se/,HANINGE,,100,2120000084,HANINGE KOMMUN,,,136 81,HANINGE,0136,Haninge,01,Stockholm,107 ,15,5000-9999 anställda,1,Är verksam,82,Kommuner,1976-01-01,1974-01-01,85201,Grundskoleutbildning och förskoleklass,88101,Öppna sociala insatser för äldre personer,2024,8 ,100 000 - 499 999 tkr,086067000,haningekommun@haninge.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2184,Energimarknadsinspektionen,publicsector,https://ei.se/,ESKILSTUNA,,100,2021005695,Energimarknadsinspektionen,,BOX 155,631 03,ESKILSTUNA,0484,Eskilstuna,04,Södermanland,1   ,8 ,200-499 anställda,1,Är verksam,81,Statliga enheter,2008-03-04,2008-01-16,84112,"Inspektion, kontroll och tillståndsgivning",     ,,2024,1 ,1 - 499 tkr,016162700,registrator@ei.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,N
2229,KBLabb,publicsector,https://www.kb.se/samverkan-och-utveckling/kb-labb.html,,,100,2021001710,KUNGLIGA BIBLIOTEKET,,BOX 5039,102 41,STOCKHOLM,0180,Stockholm,01,Stockholm,4   ,8 ,200-499 anställda,1,Är verksam,81,Statliga enheter,1979-01-01,1975-01-01,91011,Biblioteksverksamhet,91012,Arkivverksamhet,2024,7 ,50 000 - 99 999 tkr,0107093000,kungl.biblioteket@kb.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
2235,"SMHI, Sveriges meteorologiska och hydrologiska institut",publicsector,https://www.smhi.se/,,,100,2021000696,SVERIGES METEOROLOGISKA OCH HYDROLOGISKA INSTITUT,,,601 76,NORRKÖPING,0581,Norrköping,05,Östergötland,3   ,9 ,500-999 anställda,1,Är verksam,81,Statliga enheter,1980-01-01,1976-01-01,74900,"Övrig verksamhet inom juridik, ekonomi, vetenskap och teknik",72190,Annan naturvetenskaplig och teknisk forskning och utveckling,2024,8 ,100 000 - 499 999 tkr,0114958000,smhi@smhi.se,1,Är registrerad som vanlig arbetsgivare,1,Är registrerad för moms,J
